Attrition,DistanceFromHome,EmployeeNumber,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,PercentSalaryHike,StandardHours,Employee Last Date,Attrition Month
No,2,20683,3,2,2,Yes,17,80,,
No,2,20685,3,2,2,Yes,17,80,,
No,2,20689,3,2,2,Yes,17,80,,
No,2,20690,3,2,2,Yes,17,80,,
No,5,20691,1,1,2,No,12,80,,
No,5,20693,1,1,2,No,12,80,,
No,5,20697,1,1,2,No,12,80,,
No,5,20698,1,1,2,No,12,80,,
No,5,20699,1,1,2,No,12,80,,
No,5,20701,1,1,2,No,12,80,,
No,5,20705,1,1,2,No,12,80,,
No,5,20706,1,1,2,No,12,80,,
No,4,20707,4,13,5,Yes,13,80,,
No,4,20709,4,13,5,Yes,13,80,,
No,4,20713,4,13,5,Yes,13,80,,
No,4,20714,4,13,5,Yes,13,80,,
No,4,21672,4,13,5,Yes,13,80,,
No,4,21674,4,13,5,Yes,13,80,,
No,4,21678,4,13,5,Yes,13,80,,
No,4,21679,4,13,5,Yes,13,80,,
No,8,21680,3,1,4,No,21,80,,
No,8,21682,3,1,4,No,21,80,,
No,8,21686,3,1,4,No,21,80,,
No,8,21687,3,1,4,No,21,80,,
No,8,21952,3,1,4,No,21,80,,
No,8,22454,3,1,4,No,21,80,,
No,8,22455,3,1,4,No,21,80,,
No,8,22457,3,1,4,No,21,80,,
No,9,22458,1,3,6,No,15,80,,
No,7,22462,3,3,7,No,12,80,,
No,7,22463,3,3,7,No,12,80,,
No,7,22465,3,3,7,No,12,80,,
No,7,22466,3,3,7,No,12,80,,
No,7,22711,3,3,7,No,12,80,,
No,7,22713,3,3,7,No,12,80,,
No,7,22717,3,3,7,No,12,80,,
No,7,22718,3,3,7,No,12,80,,
No,1,22719,3,1,0,No,22,80,,
No,1,22721,3,1,0,No,22,80,,
No,1,22725,3,1,0,No,22,80,,
No,1,22726,3,1,0,No,22,80,,
No,1,23106,3,1,0,No,22,80,,
No,1,23109,3,1,0,No,22,80,,
No,1,23110,3,1,0,No,22,80,,
No,1,23111,3,1,0,No,22,80,,
No,28,23114,3,0,10,No,23,80,,
No,28,23117,3,0,10,No,23,80,,
No,28,23118,3,0,10,No,23,80,,
No,28,23119,3,0,10,No,23,80,,
No,28,23154,3,0,10,No,23,80,,
No,28,23156,3,0,10,No,23,80,,
No,28,23158,3,0,10,No,23,80,,
No,28,23159,3,0,10,No,23,80,,
No,3,23162,3,0,4,No,11,80,,
No,3,23164,3,0,4,No,11,80,,
No,3,23166,3,0,4,No,11,80,,
No,3,23167,3,0,4,No,11,80,,
No,3,4,3,0,4,No,11,80,,
No,3,5,3,0,4,No,11,80,,
No,3,6,3,0,4,No,11,80,,
No,3,12,3,0,4,No,11,80,,
Yes,6,14,1,0,5,Yes,11,80,4/9/2022,Sep
Yes,6,15,1,0,5,Yes,11,80,24/4/2022,Apr
Yes,6,16,1,0,5,Yes,11,80,22/4/2022,Apr
Yes,6,37,1,0,5,Yes,11,80,23/4/2022,Apr
Yes,6,39,1,0,5,Yes,11,80,10/9/2022,Sep
Yes,6,41,1,0,5,Yes,11,80,15/8/2022,Aug
Yes,6,42,1,0,5,No,21,80,19/9/2022,Sep
Yes,6,44,1,0,5,Yes,11,80,25/6/2022,Jun
Yes,2,45,3,0,0,Yes,15,80,30/6/2022,Jun
Yes,2,46,3,0,0,Yes,15,80,17/3/2022,Mar
Yes,2,48,3,0,0,Yes,15,80,12/9/2022,Sep
Yes,2,50,3,0,0,Yes,15,80,22/3/2022,Mar
Yes,2,51,3,0,0,Yes,15,80,23/8/2022,Aug
Yes,2,127,3,0,0,No,17,80,3/3/2022,Mar
Yes,2,1707,4,0,4,No,11,80,28/4/2022,Apr
Yes,2,1709,3,0,0,Yes,15,80,7/7/2022,Jul
Yes,2,1713,3,0,0,Yes,15,80,9/7/2022,Jul
Yes,2,1714,3,0,0,Yes,15,80,27/6/2022,Jun
Yes,6,1716,1,0,5,Yes,11,80,4/4/2022,Apr
Yes,6,1720,1,0,5,Yes,11,80,14/10/2022,Oct
Yes,6,1721,1,0,5,Yes,11,80,21/9/2022,Sep
Yes,6,4085,1,0,5,Yes,11,80,28/4/2022,Apr
Yes,6,4088,3,0,2,Yes,22,80,2/11/2022,Nov
Yes,6,4091,3,0,2,Yes,22,80,9/4/2022,Apr
Yes,6,4092,3,0,2,Yes,22,80,9/3/2022,Mar
Yes,6,4093,3,0,2,Yes,22,80,1/11/2022,Nov
Yes,6,4096,3,0,2,Yes,22,80,18/6/2022,Jun
Yes,6,4099,3,0,2,Yes,22,80,14/8/2022,Aug
Yes,6,4100,3,0,2,Yes,22,80,20/8/2022,Aug
Yes,6,5026,3,0,2,Yes,22,80,2/4/2022,Apr
Yes,10,5027,3,0,0,No,11,80,16/10/2022,Oct
Yes,10,5031,3,0,0,No,11,80,23/3/2022,Mar
Yes,10,5032,3,0,0,No,11,80,6/4/2022,Apr
Yes,10,5034,3,0,0,No,11,80,18/9/2022,Sep
Yes,10,5035,3,0,0,No,11,80,14/4/2022,Apr
Yes,10,5039,3,1,3,No,11,80,14/4/2022,Apr
Yes,10,5040,3,0,0,No,11,80,18/10/2022,Oct
Yes,10,11163,3,0,0,No,11,80,24/6/2022,Jun
Yes,1,11165,3,0,3,Yes,12,80,5/9/2022,Sep
Yes,1,11167,3,0,3,Yes,12,80,26/9/2022,Sep
Yes,1,11168,3,0,3,Yes,12,80,17/4/2022,Apr
Yes,1,11171,3,0,3,Yes,12,80,5/5/2022,May
Yes,1,11173,3,0,3,Yes,12,80,28/10/2022,Oct
Yes,1,11175,3,0,3,Yes,12,80,23/5/2022,May
Yes,1,11176,3,0,3,Yes,12,80,2/6/2022,Jun
Yes,1,11922,3,0,3,Yes,12,80,18/4/2022,Apr
Yes,1,11924,1,11,7,No,11,80,8/6/2022,Jun
Yes,1,11928,1,11,7,No,11,80,10/9/2022,Sep
Yes,1,11929,1,11,7,No,11,80,4/5/2022,May
Yes,1,11930,1,11,7,No,11,80,29/3/2022,Mar
Yes,1,11932,1,11,7,No,11,80,1/5/2022,May
Yes,1,11936,1,11,7,No,11,80,23/4/2022,Apr
Yes,1,11937,1,11,7,No,11,80,29/6/2022,Jun
Yes,1,14056,1,11,7,No,11,80,14/7/2022,Jul
Yes,11,14058,1,0,0,No,15,80,26/4/2022,Apr
Yes,11,14059,1,0,0,No,15,80,21/10/2022,Oct
Yes,11,14060,1,0,0,No,15,80,10/4/2022,Apr
Yes,11,14064,1,0,0,No,15,80,6/6/2022,Jun
Yes,11,14066,1,0,0,No,15,80,4/4/2022,Apr
Yes,11,14067,1,0,0,No,15,80,22/10/2022,Oct
Yes,11,14068,1,0,0,No,15,80,12/5/2022,May
Yes,11,16454,1,0,0,No,15,80,30/8/2022,Aug
Yes,10,16456,2,1,4,No,11,80,21/4/2022,Apr
Yes,10,16457,2,1,4,No,11,80,17/7/2022,Jul
Yes,10,16458,2,,4,No,11,80,21/10/2022,Oct
Yes,10,16462,2,1,4,No,11,80,23/7/2022,Jul
Yes,10,16464,2,1,4,No,11,80,19/9/2022,Sep
Yes,10,16465,2,1,4,No,11,80,2/11/2022,Nov
Yes,10,16466,2,1,4,No,11,80,27/10/2022,Oct
Yes,10,19207,2,1,4,No,11,80,4/3/2022,Mar
Yes,11,19209,2,0,3,Yes,12,80,17/5/2022,May
Yes,11,19212,2,0,3,Yes,12,80,2/4/2022,Apr
Yes,11,19213,2,0,3,Yes,12,80,13/9/2022,Sep
Yes,11,19215,2,0,3,Yes,12,80,16/5/2022,May
Yes,11,19217,2,0,3,Yes,12,80,11/6/2022,Jun
Yes,11,19220,2,0,3,Yes,12,80,10/3/2022,Mar
Yes,11,19221,2,0,3,Yes,12,80,18/4/2022,Apr
Yes,11,20080,2,0,3,Yes,12,80,31/3/2022,Mar
Yes,10,20082,3,1,2,Yes,11,80,29/3/2022,Mar
Yes,10,20083,3,1,2,Yes,11,80,2/5/2022,May
Yes,10,20084,3,1,2,Yes,11,80,30/5/2022,May
Yes,10,20088,3,1,2,Yes,11,80,17/4/2022,Apr
Yes,10,20090,3,1,2,Yes,11,80,16/4/2022,Apr
Yes,10,20091,3,1,2,Yes,11,80,24/6/2022,Jun
Yes,10,20092,3,1,2,Yes,11,80,13/3/2022,Mar
Yes,10,20635,3,1,2,Yes,11,80,17/3/2022,Mar
Yes,2,20638,2,0,5,No,14,80,17/11/2022,Nov
Yes,2,20641,2,0,5,No,14,80,15/11/2022,Nov
Yes,2,20642,2,0,5,No,14,80,19/5/2022,May
Yes,2,20643,2,0,5,No,14,80,28/8/2022,Aug
Yes,2,20646,2,0,5,No,14,80,3/6/2022,Jun
Yes,2,20649,2,0,5,No,14,80,22/10/2022,Oct
Yes,2,20650,2,0,5,No,14,80,10/7/2022,Jul
Yes,2,226,2,0,5,No,14,80,20/4/2022,Apr
Yes,10,227,1,0,8,No,15,80,14/5/2022,May
Yes,10,275,1,0,8,No,15,80,6/9/2022,Sep
Yes,10,887,1,0,8,No,15,80,1/4/2022,Apr
Yes,10,889,1,0,8,No,15,80,12/4/2022,Apr
Yes,10,893,1,0,8,No,15,80,2/11/2022,Nov
Yes,10,894,2,7,6,Yes,13,80,14/8/2022,Aug
Yes,10,895,1,0,8,No,17,80,5/3/2022,Mar
Yes,10,897,1,0,8,No,15,80,3/8/2022,Aug
No,2,901,4,0,0,No,14,80,,
No,9,902,2,1,2,Yes,12,80,,
No,2,920,2,1,0,Yes,11,80,,
No,19,922,3,0,0,No,21,80,,
No,19,925,3,0,0,No,21,80,,
No,19,926,3,0,0,No,21,80,,
No,19,928,3,0,0,No,21,80,,
No,19,930,3,0,0,No,21,80,,
No,19,933,3,0,0,No,21,80,,
No,19,934,3,0,0,No,21,80,,
No,19,1016,3,0,0,No,21,80,,
No,19,1018,3,0,1,No,19,80,,
No,19,1021,3,0,1,No,19,80,,
No,19,1022,3,0,1,No,19,80,,
No,19,1024,3,0,1,No,19,80,,
No,19,1026,3,0,1,No,19,80,,
No,19,1029,3,0,1,No,19,80,,
No,19,1030,3,0,1,No,14,80,,
No,19,1081,3,0,1,No,19,80,,
No,1,1083,3,8,12,Yes,12,80,,
No,1,1085,3,8,12,Yes,12,80,,
No,1,1086,3,8,12,Yes,12,80,,
No,1,1089,3,8,12,Yes,12,80,,
No,1,1091,3,8,12,Yes,12,80,,
No,1,1093,3,8,12,Yes,12,80,,
No,1,1094,3,8,12,No,13,80,,
No,1,1302,3,8,12,Yes,12,80,,
No,1,1304,4,0,7,No,18,80,,
No,1,1307,4,0,7,No,18,80,,
No,1,1308,4,0,7,No,18,80,,
No,1,1309,4,0,7,No,18,80,,
No,1,1311,4,0,7,No,18,80,,
No,1,1314,4,0,7,No,18,80,,
No,1,1315,4,0,7,No,18,80,,
No,1,1376,4,0,7,No,18,80,,
No,2,1377,3,0,9,No,17,80,,
No,2,1378,3,0,9,No,17,80,,
No,2,1379,3,0,9,No,17,80,,
No,2,1380,3,0,9,No,17,80,,
No,2,1381,3,0,9,No,17,80,,
No,2,1382,3,0,9,No,17,80,,
No,2,1383,3,0,9,No,13,80,,
No,2,1384,3,0,9,No,17,80,,
No,7,1385,4,0,2,No,13,80,,
No,3,1386,4,0,2,No,13,80,,
No,3,1387,4,0,2,No,13,80,,
No,7,1388,4,0,2,No,13,80,,
No,7,1389,4,0,2,No,13,80,,
No,3,1390,4,0,2,No,13,80,,
No,3,1767,4,0,2,No,13,80,,
No,7,1769,4,0,2,No,13,80,,
No,3,1773,4,0,2,No,13,80,,
No,3,1774,4,0,2,No,13,80,,
No,7,1776,4,0,2,No,13,80,,
No,7,1780,4,0,2,No,13,80,,
No,3,1781,4,0,2,No,13,80,,
No,3,1845,4,0,2,No,13,80,,
No,7,1847,4,0,2,No,13,80,,
No,2,1850,4,0,0,No,14,80,,
No,2,1851,4,0,0,No,14,80,,
No,2,1852,4,0,0,No,14,80,,
No,2,1854,4,0,0,No,14,80,,
No,2,1857,4,0,0,No,14,80,,
No,2,1858,4,0,0,No,14,80,,
No,2,1936,4,0,0,No,14,80,,
No,21,1938,3,0,0,No,15,80,,
No,21,1942,3,0,0,No,15,80,,
No,21,1943,3,0,0,No,15,80,,
No,21,1944,3,0,0,No,15,80,,
No,21,1946,3,0,0,No,15,80,,
No,21,1950,3,0,0,No,15,80,,
No,21,1951,3,0,0,No,15,80,,
No,21,2414,3,0,0,No,15,80,,
No,3,2415,3,1,3,No,12,80,,
No,3,2419,3,1,3,No,12,80,,
No,3,2420,3,1,3,No,12,80,,
No,3,2422,3,1,3,No,12,80,,
No,3,2423,3,1,3,No,12,80,,
No,3,2427,3,1,3,No,12,80,,
No,3,2428,3,1,3,No,12,80,,
No,3,2990,3,1,3,No,12,80,,
No,1,2991,3,2,2,No,14,80,,
No,1,2993,3,2,2,No,14,80,,
No,1,2994,3,2,2,No,14,80,,
No,1,2998,3,2,2,No,14,80,,
No,1,2999,3,2,2,No,14,80,,
No,1,3001,3,2,2,No,14,80,,
No,1,3002,3,2,2,No,14,80,,
No,1,3022,3,2,2,No,14,80,,
No,14,3023,2,0,2,Yes,22,80,,
No,14,3025,2,0,2,Yes,22,80,,
No,14,3026,2,0,2,Yes,22,80,,
No,14,3030,2,0,2,Yes,22,80,,
No,14,3031,2,0,2,Yes,22,80,,
No,14,3033,2,0,2,Yes,22,80,,
No,14,3034,2,0,2,Yes,22,80,,
No,14,3204,2,0,2,No,13,80,,
No,10,3207,3,1,3,No,11,80,,
No,10,3208,3,1,3,No,11,80,,
No,10,3209,3,1,3,No,11,80,,
No,10,3212,3,1,3,No,11,80,,
No,10,3215,3,1,3,No,11,80,,
No,10,3216,3,1,3,No,11,80,,
No,10,3217,3,1,3,No,11,80,,
No,10,3542,3,1,3,No,11,80,,
No,21,3543,2,1,7,Yes,12,80,,
No,21,3547,2,1,7,Yes,12,80,,
No,21,3548,2,1,7,Yes,12,80,,
No,21,3550,2,1,7,Yes,12,80,,
No,21,3551,2,1,7,Yes,12,80,,
No,21,3555,2,1,7,Yes,12,80,,
No,21,3556,2,1,7,Yes,12,80,,
No,21,3637,2,1,7,Yes,12,80,,
No,1,3640,2,0,1,No,15,80,,
No,1,3641,2,0,1,No,15,80,,
No,1,3642,2,0,1,No,15,80,,
No,1,3645,2,0,1,No,15,80,,
No,1,3648,2,0,1,No,15,80,,
No,1,3649,2,0,1,No,15,80,,
No,1,3650,2,0,1,No,15,80,,
No,1,3701,2,0,1,No,15,80,,
No,11,3703,3,0,7,Yes,14,80,,
No,11,3707,3,0,7,Yes,14,80,,
No,11,3708,3,0,7,Yes,14,80,,
No,11,3709,3,0,7,Yes,14,80,,
No,11,3711,3,0,7,Yes,14,80,,
No,11,3715,3,0,7,Yes,14,80,,
No,11,3716,3,0,7,Yes,14,80,,
No,11,3862,3,0,7,Yes,14,80,,
No,4,3864,3,5,8,No,17,80,,
No,4,3867,3,5,8,No,17,80,,
No,4,3868,3,5,8,No,17,80,,
No,4,3870,3,5,8,No,17,80,,
No,4,3872,3,5,8,No,17,80,,
No,4,3875,3,5,8,No,17,80,,
No,4,3876,3,5,8,No,17,80,,
No,4,4053,3,5,8,No,14,80,,
No,10,4055,4,1,7,No,20,80,,
No,10,4057,4,1,7,No,20,80,,
No,10,4058,4,1,7,No,20,80,,
No,10,4061,4,1,7,No,20,80,,
No,10,4063,4,1,7,No,20,80,,
No,10,4065,4,1,7,No,20,80,,
No,10,4066,4,1,7,No,20,80,,
No,10,4198,4,1,7,No,20,80,,
No,1,4200,2,0,2,No,14,80,,
No,1,4201,2,0,2,No,14,80,,
No,1,4202,2,0,2,No,14,80,,
No,1,4206,2,0,2,No,14,80,,
No,1,4208,2,0,2,No,14,80,,
No,1,4209,2,0,2,No,14,80,,
No,1,4210,2,0,2,No,14,80,,
No,1,4458,2,0,2,No,14,80,,
No,10,4460,3,3,9,No,19,80,,
No,10,4462,3,3,9,No,19,80,,
No,10,4463,3,3,9,No,19,80,,
No,10,4466,3,3,9,No,19,80,,
No,10,4468,3,3,9,No,19,80,,
No,10,4470,3,3,9,No,19,80,,
No,10,4471,3,3,9,No,19,80,,
No,10,4490,3,3,9,No,19,80,,
No,6,4492,4,0,1,No,14,80,,
No,6,4496,4,0,1,No,14,80,,
No,6,4497,4,0,1,No,14,80,,
No,6,4498,4,0,1,No,14,80,,
No,6,4500,4,0,1,No,14,80,,
No,6,4504,4,0,1,No,14,80,,
No,6,4505,4,0,1,No,14,80,,
No,6,4656,4,0,1,No,14,80,,
No,1,4658,3,0,2,Yes,18,80,,
No,1,4662,3,0,2,Yes,18,80,,
No,1,4663,3,0,2,Yes,18,80,,
No,1,4664,3,0,2,Yes,18,80,,
No,1,4666,3,0,2,Yes,18,80,,
No,1,4670,3,0,2,Yes,18,80,,
No,1,4671,3,0,2,Yes,18,80,,
No,1,4793,3,0,2,Yes,18,80,,
No,1,4795,3,5,7,No,12,80,,
No,1,4799,3,5,7,No,12,80,,
No,1,4800,3,5,7,No,12,80,,
No,1,4802,3,5,7,No,12,80,,
No,1,4806,3,5,7,No,12,80,,
No,1,4807,3,5,7,No,12,80,,
No,1,5514,3,5,7,No,12,80,,
No,1,5517,3,5,7,No,12,80,,
No,9,5518,2,1,2,Yes,12,80,,
No,9,5519,2,1,2,Yes,12,80,,
No,9,5521,2,1,2,Yes,12,80,,
No,9,5524,2,1,2,Yes,12,80,,
No,9,5525,1,0,0,No,14,80,,
No,9,5526,2,1,2,Yes,12,80,,
No,9,5671,2,1,2,Yes,12,80,,
No,5,5673,2,0,4,No,16,80,,
No,5,5674,2,0,4,No,16,80,,
No,5,5675,2,0,4,No,16,80,,
No,5,5679,2,0,4,No,16,80,,
No,5,5681,2,0,4,No,16,80,,
No,5,5682,2,0,4,No,16,80,,
No,5,5683,2,0,4,No,16,80,,
No,5,5718,2,0,4,No,16,80,,
No,10,5720,3,1,0,Yes,11,80,,
No,10,5722,3,1,0,Yes,11,80,,
No,10,5723,3,,0,Yes,11,80,,
No,10,5726,3,1,0,Yes,11,80,,
No,10,5728,3,1,0,Yes,11,80,,
No,10,5730,3,1,0,Yes,11,80,,
No,10,5731,3,1,0,Yes,11,80,,
No,10,5892,3,1,0,Yes,11,80,,
No,6,5895,3,6,7,Yes,13,80,,
No,6,5898,3,6,7,Yes,13,80,,
No,6,5899,3,6,7,Yes,13,80,,
No,6,5900,3,6,7,Yes,13,80,,
No,6,5903,3,6,7,Yes,13,80,,
No,6,5906,3,6,7,Yes,13,80,,
No,6,5907,3,6,7,Yes,13,80,,
No,6,6052,3,6,7,Yes,13,80,,
No,10,6053,3,0,3,No,20,80,,
No,10,6058,3,0,3,No,20,80,,
No,10,6060,3,0,3,No,20,80,,
No,10,6061,3,0,3,No,20,80,,
No,10,6065,3,0,3,No,20,80,,
No,10,6066,3,0,3,No,20,80,,
No,10,6247,3,0,3,No,20,80,,
No,10,6250,3,0,3,No,20,80,,
No,1,6253,3,0,7,No,16,80,,
No,1,6254,3,0,7,No,16,80,,
No,1,6255,3,0,7,No,16,80,,
No,1,6258,3,0,7,No,16,80,,
No,1,6261,3,0,7,No,16,80,,
No,1,6262,3,0,7,No,16,80,,
No,1,6295,3,0,7,No,16,80,,
No,14,6297,2,12,17,No,12,80,,
No,14,6301,2,12,17,No,12,80,,
No,14,6302,2,12,17,No,12,80,,
No,14,6303,2,12,17,No,12,80,,
No,14,6305,2,12,17,No,12,80,,
No,14,6309,2,12,17,No,12,80,,
No,14,6310,2,12,17,No,12,80,,
No,14,6435,2,12,17,No,12,80,,
No,10,6438,2,0,1,Yes,12,80,,
No,10,6439,2,0,1,Yes,12,80,,
No,10,6440,2,0,1,Yes,12,80,,
No,10,6443,2,0,1,Yes,12,80,,
No,10,6446,2,0,1,Yes,12,80,,
No,10,6447,3,0,0,No,11,80,,
No,10,6448,2,0,1,Yes,12,80,,
No,10,7059,2,0,1,Yes,12,80,,
No,25,7060,3,10,7,Yes,15,80,,
No,25,7064,3,10,7,Yes,15,80,,
No,25,7065,3,10,7,Yes,15,80,,
No,25,7066,3,10,7,Yes,15,80,,
No,25,7067,3,10,7,Yes,15,80,,
No,25,7071,3,10,7,Yes,15,80,,
No,25,7072,3,10,7,Yes,15,80,,
No,25,7450,3,10,7,Yes,15,80,,
No,4,7452,3,0,0,No,12,80,,
No,4,7456,3,0,0,No,12,80,,
No,4,7457,,0,0,No,12,80,,
No,4,7458,3,0,0,No,12,80,,
No,4,7459,3,0,0,No,12,80,,
No,4,7463,3,0,0,No,12,80,,
No,4,7464,3,0,0,No,12,80,,
No,4,7495,3,0,0,No,12,80,,
No,1,7498,4,1,2,No,17,80,,
No,1,7499,4,1,2,No,17,80,,
No,1,7500,4,1,2,No,17,80,,
No,1,7502,4,1,2,No,17,80,,
No,1,7505,4,1,2,No,17,80,,
No,1,7506,4,1,2,No,17,80,,
No,1,7507,4,1,2,No,17,80,,
No,1,7573,4,1,2,No,17,80,,
No,9,7575,3,7,7,No,13,80,,
No,9,7579,3,7,7,No,13,80,,
No,9,7580,3,7,7,No,13,80,,
No,9,7581,3,7,7,No,13,80,,
No,9,7583,3,7,7,No,13,80,,
No,9,7587,3,7,7,No,13,80,,
No,9,7588,3,7,7,No,13,80,,
No,9,7789,3,7,7,No,13,80,,
No,1,7791,2,4,3,No,12,80,,
No,1,7795,2,4,3,No,12,80,,
No,1,7796,2,4,3,No,12,80,,
No,1,7798,2,4,3,No,12,80,,
No,1,7802,2,4,3,No,12,80,,
No,1,7803,2,4,3,No,12,80,,
No,1,8103,2,4,3,No,12,80,,
No,1,8105,2,4,3,No,12,80,,
No,2,8109,2,1,0,Yes,11,80,,
No,2,8110,2,1,0,Yes,11,80,,
No,2,8111,2,1,0,Yes,11,80,,
No,2,8113,2,1,0,Yes,11,80,,
No,2,8117,2,1,0,Yes,11,80,,
No,2,8118,2,1,0,Yes,11,80,,
No,2,8167,2,1,0,Yes,11,80,,
No,3,8169,3,7,8,No,15,80,,
No,3,8170,3,7,8,No,15,80,,
No,3,8171,3,7,8,No,15,80,,
No,3,8175,3,7,8,No,15,80,,
No,3,8177,3,7,8,No,15,80,,
No,3,8178,3,7,8,No,15,80,,
No,3,8179,3,7,8,No,15,80,,
No,3,8358,3,7,8,No,15,80,,
No,19,8361,4,7,1,No,15,80,,
No,19,8364,4,7,1,No,15,80,,
No,19,8365,4,7,1,No,15,80,,
No,19,8366,4,7,1,No,15,80,,
No,19,8369,4,7,1,No,15,80,,
No,19,8372,4,7,1,No,15,80,,
No,19,8373,4,7,1,No,15,80,,
No,19,9268,4,7,1,No,15,80,,
No,10,9270,3,0,0,No,17,80,,
No,10,9272,3,0,0,No,17,80,,
No,10,9273,3,0,0,No,17,80,,
No,10,9276,3,0,0,No,17,80,,
No,10,9278,3,0,0,No,17,80,,
No,10,9280,3,0,0,No,17,80,,
No,10,9281,3,0,0,No,17,80,,
No,10,9908,3,0,0,No,17,80,,
No,10,9910,2,4,3,Yes,13,80,,
No,10,9911,2,4,3,Yes,13,80,,
No,10,9912,2,4,3,Yes,13,80,,
No,10,9916,2,4,3,Yes,13,80,,
No,10,9918,2,4,3,Yes,13,80,,
No,10,9919,2,4,3,Yes,13,80,,
No,10,9920,2,4,3,Yes,13,80,,
No,10,10080,2,4,3,Yes,13,80,,
No,10,10082,2,2,3,No,12,80,,
No,10,10084,2,2,3,No,12,80,,
No,10,10085,2,2,3,No,12,80,,
No,10,10088,2,2,3,No,12,80,,
No,10,10090,2,2,3,No,12,80,,
No,10,10092,2,2,3,No,12,80,,
No,10,10093,2,2,3,No,12,80,,
No,10,10399,2,2,3,No,12,80,,
No,16,10402,3,0,0,No,19,80,,
No,16,10403,3,0,0,No,19,80,,
No,16,10404,3,0,0,No,19,80,,
No,16,10406,3,0,0,No,19,80,,
No,16,10409,3,0,0,No,19,80,,
No,16,10410,3,0,0,No,19,80,,
No,16,10411,3,0,0,No,19,80,,
No,16,10461,3,0,0,No,13,80,,
No,21,10464,3,0,0,No,15,80,,
No,21,10465,3,0,0,No,15,80,,
No,21,10466,3,0,0,No,15,80,,
No,21,10469,3,0,0,No,15,80,,
No,21,10472,3,0,0,No,15,80,,
No,21,10473,3,0,0,No,15,80,,
No,21,10474,3,0,0,No,15,80,,
No,21,10545,3,0,0,No,17,80,,
No,19,10546,3,0,9,Yes,13,80,,
No,19,10550,3,0,9,Yes,13,80,,
No,19,10551,3,0,9,Yes,13,80,,
No,19,10553,3,0,9,Yes,13,80,,
No,19,10554,3,0,9,Yes,13,80,,
No,19,10555,3,0,9,Yes,13,80,,
No,19,10559,3,0,9,Yes,13,80,,
No,19,10560,3,0,9,No,12,80,,
No,4,11068,3,0,3,No,14,80,,
No,4,11069,3,0,3,No,14,80,,
No,4,11073,3,0,3,No,14,80,,
No,4,11074,3,0,3,No,14,80,,
No,4,11076,3,0,3,No,14,80,,
No,4,11077,2,1,2,No,14,80,,
No,4,11081,3,0,3,No,14,80,,
No,4,11082,3,0,3,No,14,80,,
No,4,11367,3,0,3,No,14,80,,
No,2,11369,3,0,0,No,19,80,,
No,2,11372,3,0,0,No,19,80,,
No,2,11373,3,0,0,No,19,80,,
No,2,11375,3,0,0,No,19,80,,
No,2,11377,3,0,0,No,19,80,,
No,2,11380,3,0,0,No,19,80,,
No,2,11381,3,0,0,No,19,80,,
No,2,12300,3,0,0,No,19,80,,
No,16,12302,3,0,7,No,13,80,,
No,16,12306,3,0,7,No,13,80,,
No,16,12307,3,0,7,No,13,,,
No,16,12308,3,0,7,No,13,80,,
No,16,12310,3,0,7,No,13,80,,
No,16,12314,3,0,7,No,13,80,,
No,16,12315,3,0,7,No,13,80,,
No,16,12317,3,0,7,No,17,80,,
No,3,12318,2,0,1,No,15,80,,
No,3,12320,2,0,1,No,15,80,,
No,3,12321,2,0,1,No,15,80,,
No,3,12325,2,0,1,No,15,80,,
No,3,12326,2,0,1,No,15,80,,
No,3,12328,2,0,1,No,15,80,,
No,3,12329,2,0,1,No,15,80,,
No,3,12751,2,0,1,No,15,80,,
No,9,12753,2,7,5,No,14,80,,
No,9,12757,2,7,5,No,14,80,,
No,9,12758,2,7,5,No,14,80,,
No,9,12759,2,7,5,No,14,80,,
No,9,12761,2,7,5,No,14,80,,
No,9,12765,2,7,5,No,14,80,,
No,9,12766,2,7,5,No,14,80,,
No,9,13040,2,7,5,No,14,80,,
No,10,13042,3,0,0,Yes,14,80,,
No,10,13043,3,0,0,Yes,14,80,,
No,10,13044,3,0,0,Yes,14,80,,
No,10,13048,3,0,0,Yes,14,80,,
No,10,13050,3,0,0,Yes,14,80,,
No,10,13051,3,0,0,Yes,14,80,,
No,10,13052,3,0,0,Yes,14,80,,
No,10,13341,3,0,0,Yes,14,80,,
No,7,13344,3,11,5,No,11,80,,
No,7,13347,3,11,5,No,11,80,,
No,7,13348,3,11,5,No,11,80,,
No,7,13349,3,11,5,No,11,80,,
No,7,13352,3,11,5,No,11,80,,
No,7,13355,3,11,5,No,11,80,,
No,7,13356,3,11,5,No,11,80,,
No,7,13705,3,11,5,No,11,80,,
No,25,13707,3,1,3,No,13,80,,
No,25,13711,3,1,3,No,13,80,,
No,25,13712,3,1,3,No,13,80,,
No,25,13713,3,1,3,No,13,80,,
No,25,13715,3,1,3,No,13,80,,
No,25,13719,3,1,3,No,13,80,,
No,25,13720,3,1,3,No,13,80,,
No,25,14040,3,1,3,No,13,80,,
No,1,14041,2,3,11,No,13,80,,
No,1,14045,2,3,11,No,13,80,,
No,1,14046,2,3,11,No,13,80,,
No,1,14048,2,3,11,No,13,80,,
No,1,14049,2,3,11,No,13,80,,
No,1,14053,2,3,11,No,13,80,,
No,1,14054,2,3,11,No,13,80,,
No,1,14198,2,3,11,No,13,80,,
No,1,14200,3,2,2,No,17,80,,
